Round,AI Rank,State,Institute,Course,Quota,Category
1,4026,Chhattisgarh,AIIMS Raipur,ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,4032,Uttar Pradesh,AIIMS Rai Bareli,IHBT,AIIMS-All India,OBC
1,4041,Uttar Pradesh,AIIMS Gorakhpur,OBG,AIIMS-All India,SC
1,4042,Madhya Pradesh,AIIMS Bhopal,RADIATION ONCOLOGY,AIIMS-All India,SC
1,4043,Uttar Pradesh,AIIMS Gorakhpur,PATHOLOGY,AIIMS-All India,OBC
1,4061,Telangana,AIIMS Bibinagar,PATHOLOGY,AIIMS-All India,OBC
1,4065,Gujarat,AIIMS Rajkot,ORTHOPAEDICS,AIIMS-All India,SC
1,4083,Chhattisgarh,AIIMS Raipur,COMMUNITY MEDICINE,AIIMS-All India,EWS
1,4090,Maharashtra,AIIMS Nagpur,BIOCHEMISTRY,AIIMS-All India,UR
1,4097,Chhattisgarh,AIIMS Raipur,MICROBIOLOGY,AIIMS-All India,UR
1,4103,Jammu and Kashmir,AIIMS Jammu,PHARMACOLOGY,AIIMS-All India,UR
1,4122,Jammu and Kashmir,AIIMS Jammu,PATHOLOGY,AIIMS-All India,OBC
1,4148,Assam,AIIMS Guwahati,FORENSIC MEDICINE,AIIMS-All India,UR
1,4153,Punjab,AIIMS Bathinda,ENT,AIIMS-All India,SC
1,4157,Punjab,AIIMS Bathinda,GENERAL SURGERY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,4198,West Bengal,AIIMS Kalyani,OPHTHALMOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,4211,Assam,AIIMS Guwahati,GENERAL SURGERY,AIIMS-All India,SC
1,4240,Jharkhand,AIIMS Deoghar,OBG,AIIMS-All India,SC
1,4266,Uttar Pradesh,AIIMS Rai Bareli,ORTHOPAEDICS,AIIMS-All India,SC
1,4270,Chandigarh,PGIMER Chandigarh,GENERAL SURGERY,PGIMER-Rural,UR-RA
1,4278,Chandigarh,PGIMER Chandigarh,ANAESTHESIOLOGY,PGIMER-All India,SC
1,4303,Delhi,AIIMS Delhi,ANATOMY,AIIMS-All India,OBC
1,4305,Assam,AIIMS Guwahati,PHARMACOLOGY,AIIMS-All India,UR
1,4308,Delhi,AIIMS Delhi,PATHOLOGY,AIIMS-All India,SC
1,4324,Madhya Pradesh,AIIMS Bhopal,COMMUNITY MEDICINE,AIIMS-All India,OBC
1,4330,Chhattisgarh,AIIMS Raipur,COMMUNITY MEDICINE,AIIMS-All India,OBC
1,4332,Himachal Pradesh,AIIMS Bilaspur Himachal,OBG,AIIMS-All India,SC
1,4352,Pondicherry,JIPMER Puducherry,BIOCHEMISTRY,JIPMER-All India,UR
1,4364,Uttarakhand,AIIMS Rishikesh,BIOCHEMISTRY,AIIMS-All India,UR
1,4368,Uttarakhand,AIIMS Rishikesh,RADIATION ONCOLOGY,AIIMS-All India,SC
1,4382,Rajasthan,AIIMS Jodhpur,ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,4390,Jharkhand,AIIMS Deoghar,COMMUNITY & FAMILY MEDICINE,AIIMS-All India,UR
1,4415,Odisha,AIIMS Bhubaneswar,BIOCHEMISTRY,AIIMS-All India,UR
1,4439,Pondicherry,JIPMER Puducherry,PATHOLOGY,JIPMER-All India,SC
1,4469,Chhattisgarh,AIIMS Raipur,OBG,AIIMS-All India,ST
1,4496,Pondicherry,JIPMER Puducherry,ANATOMY,JIPMER-All India,UR
1,4506,Pondicherry,JIPMER Puducherry,PAEDIATRICS,JIPMER-All India,ST
1,4509,Uttar Pradesh,AIIMS Gorakhpur,MICROBIOLOGY,AIIMS-All India,UR
1,4529,Madhya Pradesh,AIIMS Bhopal,PAEDIATRICS,AIIMS-All India,ST
1,4536,Uttarakhand,AIIMS Rishikesh,RADIO DIAGNOSIS,AIIMS-All India,UR-PwD
1,4540,Rajasthan,AIIMS Jodhpur,ANAESTHESIOLOGY,AIIMS-All India,SC
1,4565,Chandigarh,PGIMER Chandigarh,MICROBIOLOGY,PGIMER-All India,OBC
1,4596,Pondicherry,JIPMER Puducherry,EMERGENCY MEDICINE,JIPMER-All India,SC
1,4621,Delhi,AIIMS Delhi,OPHTHALMOLOGY,AIIMS-All India,ST
1,4634,Assam,AIIMS Guwahati,ORTHOPAEDICS,AIIMS-All India,SC
1,4644,Madhya Pradesh,AIIMS Bhopal,BIOCHEMISTRY,AIIMS-All India,UR
1,4671,Uttarakhand,AIIMS Rishikesh,MICROBIOLOGY,AIIMS-All India,OBC
1,4695,Chhattisgarh,AIIMS Raipur,EMERGENCY MEDICINE,AIIMS-All India,SC
1,4696,Telangana,AIIMS Bibinagar,GENERAL SURGERY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,4701,Rajasthan,AIIMS Jodhpur,FAMILY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
1,4714,Andhra Pradesh,AIIMS Mangalagiri,PHARMACOLOGY,AIIMS-All India,UR
1,4730,Rajasthan,AIIMS Jodhpur,EMERGENCY MEDICINE,AIIMS-All India,SC
1,4742,Rajasthan,AIIMS Jodhpur,ANAESTHESIOLOGY,AIIMS-All India,SC
1,4767,Gujarat,AIIMS Rajkot,MICROBIOLOGY,AIIMS-All India,UR
1,4781,Uttarakhand,AIIMS Rishikesh,ANAESTHESIOLOGY,AIIMS-All India,SC
1,4787,Chhattisgarh,AIIMS Raipur,PMR,AIIMS-Inst. Pref,UR-AIIMS-IP
1,4827,Telangana,AIIMS Bibinagar,ENT,AIIMS-All India,SC
1,4842,Madhya Pradesh,AIIMS Bhopal,NUCLEAR MEDICINE,AIIMS-All India,ST
1,4850,Jammu and Kashmir,AIIMS Jammu,OBG,AIIMS-All India,SC
1,4852,Andhra Pradesh,AIIMS Mangalagiri,FORENSIC MEDICINE,AIIMS-All India,UR
1,4892,Delhi,AIIMS Delhi,BIOCHEMISTRY,AIIMS-All India,OBC
1,4897,Odisha,AIIMS Bhubaneswar,PHARMACOLOGY,AIIMS-All India,OBC
1,4923,Bihar,AIIMS Patna,IHBT,AIIMS-All India,EWS
1,4937,Rajasthan,AIIMS Jodhpur,OPHTHALMOLOGY,AIIMS-All India,SC
1,4966,Uttarakhand,AIIMS Rishikesh,FORENSIC MEDICINE,AIIMS-All India,OBC
1,4980,Odisha,AIIMS Bhubaneswar,PATHOLOGY,AIIMS-All India,EWS
1,4983,Pondicherry,JIPMER Puducherry,ANATOMY,JIPMER-All India,OBC-PwD
1,4992,Punjab,AIIMS Bathinda,GENERAL SURGERY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,5002,Maharashtra,AIIMS Nagpur,FORENSIC MEDICINE,AIIMS-All India,UR
1,5005,Jharkhand,AIIMS Deoghar,FORENSIC MEDICINE,AIIMS-All India,UR
1,5025,Madhya Pradesh,AIIMS Bhopal,OPHTHALMOLOGY,AIIMS-All India,SC
1,5026,Telangana,AIIMS Bibinagar,PHARMACOLOGY,AIIMS-All India,UR
1,5028,Telangana,AIIMS Bibinagar,FORENSIC MEDICINE,AIIMS-All India,OBC
1,5041,Himachal Pradesh,AIIMS Bilaspur Himachal,PHARMACOLOGY,AIIMS-All India,UR
1,5048,Chandigarh,PGIMER Chandigarh,ANAESTHESIOLOGY,PGIMER-Rural,UR-RA
1,5075,Rajasthan,AIIMS Jodhpur,ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,5083,Uttar Pradesh,AIIMS Rai Bareli,PHARMACOLOGY,AIIMS-All India,UR
1,5115,Bihar,AIIMS Patna,ANAESTHESIOLOGY,AIIMS-All India,SC
1,5159,Odisha,AIIMS Bhubaneswar,COMMUNITY MEDICINE,AIIMS-All India,OBC
1,5166,Uttarakhand,AIIMS Rishikesh,BIOCHEMISTRY,AIIMS-All India,OBC
1,5186,Andhra Pradesh,AIIMS Mangalagiri,COMMUNITY MEDICINE,AIIMS-All India,OBC
1,5193,Jammu and Kashmir,AIIMS Jammu,FORENSIC MEDICINE,AIIMS-All India,UR
1,5202,Chhattisgarh,AIIMS Raipur,PATHOLOGY,AIIMS-All India,EWS
1,5216,West Bengal,AIIMS Kalyani,ANATOMY,AIIMS-All India,UR
1,5224,Pondicherry,JIPMER Puducherry,MICROBIOLOGY,JIMPER-Inst. Pref,INST (JIPMER)
1,5234,Andhra Pradesh,AIIMS Mangalagiri,EMERGENCY MEDICINE,AIIMS-All India,SC
1,5237,Chhattisgarh,AIIMS Raipur,ANAESTHESIOLOGY,AIIMS-All India,SC
1,5265,Assam,AIIMS Guwahati,MICROBIOLOGY,AIIMS-All India,UR
1,5270,Madhya Pradesh,AIIMS Bhopal,MICROBIOLOGY,AIIMS-All India,OBC
1,5286,Chhattisgarh,AIIMS Raipur,ENT,AIIMS-All India,SC
1,5308,Madhya Pradesh,AIIMS Bhopal,ANAESTHESIOLOGY,AIIMS-All India,SC
1,5316,Himachal Pradesh,AIIMS Bilaspur Himachal,MICROBIOLOGY,AIIMS-All India,UR
1,5333,Jammu and Kashmir,AIIMS Jammu,PHARMACOLOGY,AIIMS-All India,UR
1,5410,West Bengal,AIIMS Kalyani,GENERAL SURGERY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,5420,Bihar,AIIMS Patna,PHYSIOLOGY,AIIMS-All India,UR
1,5430,Uttar Pradesh,AIIMS Rai Bareli,MICROBIOLOGY,AIIMS-All India,UR
1,5465,Maharashtra,AIIMS Nagpur,ANAESTHESIOLOGY,AIIMS-All India,SC
1,5475,Gujarat,AIIMS Rajkot,OPHTHALMOLOGY,AIIMS-All India,SC
1,5516,Punjab,AIIMS Bathinda,PATHOLOGY,AIIMS-All India,EWS
1,5531,Rajasthan,AIIMS Jodhpur,COMMUNITY MEDICINE,AIIMS-All India,OBC
1,5535,Assam,AIIMS Guwahati,BIOCHEMISTRY,AIIMS-All India,UR
1,5542,Uttarakhand,AIIMS Rishikesh,ANATOMY,AIIMS-All India,OBC
1,5574,Punjab,AIIMS Bathinda,COMMUNITY & FAMILY MEDICINE,AIIMS-All India,OBC
1,5575,Jammu and Kashmir,AIIMS Jammu,BIOCHEMISTRY,AIIMS-All India,UR
1,5578,Jammu and Kashmir,AIIMS Jammu,PHYSIOLOGY,AIIMS-All India,UR
1,5582,Chhattisgarh,AIIMS Raipur,PATHOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,5596,Odisha,AIIMS Bhubaneswar,BIOCHEMISTRY,AIIMS-All India,UR
1,5615,Chhattisgarh,AIIMS Raipur,ANAESTHESIOLOGY,AIIMS-All India,SC
1,5616,West Bengal,AIIMS Kalyani,ANAESTHESIOLOGY,AIIMS-All India,SC
1,5617,Punjab,AIIMS Bathinda,ANAESTHESIOLOGY,AIIMS-All India,SC
1,5634,Himachal Pradesh,AIIMS Bilaspur Himachal,FORENSIC MEDICINE,AIIMS-All India,UR
1,5652,Uttar Pradesh,AIIMS Gorakhpur,PATHOLOGY,AIIMS-All India,EWS
1,5659,Delhi,AIIMS Delhi,ANAESTHESIOLOGY,AIIMS-All India,ST
1,5678,Uttarakhand,AIIMS Rishikesh,ORTHOPAEDICS,AIIMS-All India,ST
1,5695,Pondicherry,JIPMER Puducherry,BIOCHEMISTRY,JIPMER-All India,OBC
1,5725,Odisha,AIIMS Bhubaneswar,RADIATION ONCOLOGY,AIIMS-All India,SC
1,5753,Pondicherry,JIPMER Puducherry,PHYSIOLOGY,JIPMER-All India,OBC
1,5758,Telangana,AIIMS Bibinagar,PHYSIOLOGY,AIIMS-All India,UR
1,5763,Bihar,AIIMS Patna,OBG,AIIMS-All India,ST
1,5781,Jharkhand,AIIMS Deoghar,GENERAL MEDICINE,AIIMS-All India,ST
1,5784,Delhi,AIIMS Delhi,ANATOMY,AIIMS-All India,OBC
1,5814,Rajasthan,AIIMS Jodhpur,IHBT,AIIMS-Inst. Pref,UR-AIIMS-IP
1,5845,Chhattisgarh,AIIMS Raipur,PATHOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,5858,Jammu and Kashmir,AIIMS Jammu,COMMUNITY MEDICINE,AIIMS-All India,OBC
1,5860,Chhattisgarh,AIIMS Raipur,OPHTHALMOLOGY,AIIMS-All India,SC
1,5878,Madhya Pradesh,AIIMS Bhopal,PATHOLOGY,AIIMS-All India,SC
1,5887,Telangana,AIIMS Bibinagar,PAEDIATRICS,AIIMS-All India,ST
1,5936,Chhattisgarh,AIIMS Raipur,PHYSIOLOGY,AIIMS-All India,UR
1,5973,Maharashtra,AIIMS Nagpur,ORTHOPAEDICS,AIIMS-All India,ST
1,6023,Uttar Pradesh,AIIMS Rai Bareli,FORENSIC MEDICINE,AIIMS-All India,UR
1,6061,West Bengal,AIIMS Kalyani,COMMUNITY MEDICINE,AIIMS-All India,OBC
1,6064,Chandigarh,PGIMER Chandigarh,GENERAL SURGERY,PGIMER-All India,ST
1,6068,Punjab,AIIMS Bathinda,OBG,AIIMS-All India,ST
1,6075,Maharashtra,AIIMS Nagpur,ANATOMY,AIIMS-All India,UR
1,6105,Rajasthan,AIIMS Jodhpur,PHARMACOLOGY,AIIMS-All India,OBC
1,6117,Uttar Pradesh,AIIMS Rai Bareli,BIOCHEMISTRY,AIIMS-All India,UR
1,6148,Chandigarh,PGIMER Chandigarh,BIOCHEMISTRY,PGIMER-All India,OBC
1,6193,Odisha,AIIMS Bhubaneswar,COMMUNITY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
1,6198,Assam,AIIMS Guwahati,ANATOMY,AIIMS-All India,UR
1,6222,West Bengal,AIIMS Kalyani,PSYCHIATRY,AIIMS-All India,SC
1,6234,Assam,AIIMS Guwahati,RADIATION ONCOLOGY,AIIMS-All India,SC
1,6261,Gujarat,AIIMS Rajkot,ANATOMY,AIIMS-All India,UR
1,6274,Delhi,AIIMS Delhi,ANATOMY,AIIMS-All India,OBC
1,6294,West Bengal,AIIMS Kalyani,ENT,AIIMS-All India,SC
1,6298,Telangana,AIIMS Bibinagar,PSYCHIATRY,AIIMS-All India,SC
1,6305,Assam,AIIMS Guwahati,ENT,AIIMS-All India,SC
1,6318,Delhi,AIIMS Delhi,ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,6320,Chhattisgarh,AIIMS Raipur,PATHOLOGY,AIIMS-All India,SC
1,6351,West Bengal,AIIMS Kalyani,PATHOLOGY,AIIMS-All India,SC
1,6363,Telangana,AIIMS Bibinagar,ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
1,6381,Pondicherry,JIPMER Puducherry,PHYSIOLOGY,JIMPER-Inst. Pref,INST (JIPMER)
1,6433,Himachal Pradesh,AIIMS Bilaspur Himachal,ANATOMY,AIIMS-All India,UR
1,6437,Andhra Pradesh,AIIMS Mangalagiri,FORENSIC MEDICINE,AIIMS-All India,OBC
1,6454,Punjab,AIIMS Bathinda,PHARMACOLOGY,AIIMS-All India,OBC
1,6488,Delhi,AIIMS Delhi,COMMUNITY MEDICINE,AIIMS-All India,SC
1,6497,Pondicherry,JIPMER Puducherry,OBG,JIPMER-All India,ST
1,6557,Rajasthan,AIIMS Jodhpur,BIOCHEMISTRY,AIIMS-All India,OBC
1,6567,Jammu and Kashmir,AIIMS Jammu,FORENSIC MEDICINE,AIIMS-All India,UR
1,6621,Madhya Pradesh,AIIMS Bhopal,PHARMACOLOGY,AIIMS-All India,EWS
1,6631,West Bengal,AIIMS Kalyani,OPHTHALMOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,6648,Bihar,AIIMS Patna,ANATOMY,AIIMS-All India,UR
1,6739,Rajasthan,AIIMS Jodhpur,PHYSIOLOGY,AIIMS-All India,OBC
1,6742,Uttar Pradesh,AIIMS Rai Bareli,BIOCHEMISTRY,AIIMS-All India,UR
1,6769,Assam,AIIMS Guwahati,OBG,AIIMS-All India,ST
1,6771,Madhya Pradesh,AIIMS Bhopal,PMR,AIIMS-Inst. Pref,UR-AIIMS-IP
1,6773,Delhi,AIIMS Delhi,GERIATRICS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,6837,Pondicherry,JIPMER Puducherry,GENERAL SURGERY,JIPMER-All India,ST
1,6841,Himachal Pradesh,AIIMS Bilaspur Himachal,OPHTHALMOLOGY,AIIMS-All India,ST
1,6853,Pondicherry,JIPMER Puducherry,PATHOLOGY,JIPMER-All India,SC
1,6908,Uttarakhand,AIIMS Rishikesh,PATHOLOGY,AIIMS-All India,SC
1,6953,Punjab,AIIMS Bathinda,ANATOMY,AIIMS-All India,OBC
1,6956,Delhi,AIIMS Delhi,ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,6958,Rajasthan,AIIMS Jodhpur,GENERAL SURGERY,AIIMS-All India,ST
1,6976,Gujarat,AIIMS Rajkot,BIOCHEMISTRY,AIIMS-All India,UR
1,6995,Chhattisgarh,AIIMS Raipur,PHARMACOLOGY,AIIMS-All India,OBC
1,6997,Delhi,AIIMS Delhi,PSYCHIATRY,AIIMS-All India,ST
1,7020,Odisha,AIIMS Bhubaneswar,PATHOLOGY,AIIMS-All India,SC
1,7069,West Bengal,AIIMS Kalyani,COMMUNITY MEDICINE,AIIMS-All India,OBC
1,7155,Delhi,AIIMS Delhi,EMERGENCY MEDICINE,AIIMS-All India,ST
1,7176,Maharashtra,AIIMS Nagpur,COMMUNITY MEDICINE,AIIMS-All India,EWS
1,7190,Telangana,AIIMS Bibinagar,PATHOLOGY,AIIMS-All India,SC
1,7328,Telangana,AIIMS Bibinagar,BIOCHEMISTRY,AIIMS-All India,UR
1,7330,Telangana,AIIMS Bibinagar,MICROBIOLOGY,AIIMS-All India,OBC
1,7374,Telangana,AIIMS Bibinagar,MICROBIOLOGY,AIIMS-All India,OBC
1,7489,Rajasthan,AIIMS Jodhpur,COMMUNITY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
1,7495,Delhi,AIIMS Delhi,BIOPHYSICS,AIIMS-All India,SC
1,7573,Jammu and Kashmir,AIIMS Jammu,ANATOMY,AIIMS-All India,UR
1,7585,Madhya Pradesh,AIIMS Bhopal,FORENSIC MEDICINE,AIIMS-All India,OBC
1,7590,Chhattisgarh,AIIMS Raipur,COMMUNITY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
1,7608,Odisha,AIIMS Bhubaneswar,BIOCHEMISTRY,AIIMS-All India,OBC
1,7683,Odisha,AIIMS Bhubaneswar,RADIATION ONCOLOGY,AIIMS-All India,ST
1,7689,Delhi,AIIMS Delhi,ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,7768,Andhra Pradesh,AIIMS Mangalagiri,ANATOMY,AIIMS-All India,UR
1,7810,Rajasthan,AIIMS Jodhpur,PHYSIOLOGY,AIIMS-All India,SC
1,7812,Uttarakhand,AIIMS Rishikesh,PHYSIOLOGY,AIIMS-All India,OBC
1,7832,Uttar Pradesh,AIIMS Gorakhpur,ORTHOPAEDICS,AIIMS-All India,ST
1,7863,Chhattisgarh,AIIMS Raipur,FORENSIC MEDICINE,AIIMS-All India,OBC
1,8004,Chhattisgarh,AIIMS Raipur,MICROBIOLOGY,AIIMS-All India,OBC
1,8035,Andhra Pradesh,AIIMS Mangalagiri,RADIATION ONCOLOGY,AIIMS-All India,ST
1,8048,Delhi,AIIMS Delhi,ANAESTHESIOLOGY,AIIMS-All India,ST
1,8125,Delhi,AIIMS Delhi,COMMUNITY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
1,8129,Chhattisgarh,AIIMS Raipur,GENERAL SURGERY,AIIMS-All India,ST
1,8161,Madhya Pradesh,AIIMS Bhopal,COMMUNITY MEDICINE,AIIMS-All India,SC
1,8268,Uttar Pradesh,AIIMS Rai Bareli,PATHOLOGY,AIIMS-All India,SC
1,8330,Pondicherry,JIPMER Puducherry,COMMUNITY MEDICINE,JIPMER-All India,SC
1,8350,Odisha,AIIMS Bhubaneswar,PHYSIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,8353,Pondicherry,JIPMER Puducherry,MICROBIOLOGY,JIPMER-All India,SC
1,8361,Telangana,AIIMS Bibinagar,BIOCHEMISTRY,AIIMS-All India,OBC
1,8382,Madhya Pradesh,AIIMS Bhopal,FAMILY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
1,8418,Chandigarh,PGIMER Chandigarh,PATHOLOGY,PGIMER-All India,ST
1,8442,Jammu and Kashmir,AIIMS Jammu,GENERAL SURGERY,AIIMS-All India,ST
1,8449,Uttar Pradesh,AIIMS Rai Bareli,PHARMACOLOGY,AIIMS-All India,OBC
1,8454,Pondicherry,JIPMER Puducherry,ANAESTHESIOLOGY,JIPMER-All India,ST
1,8514,Delhi,AIIMS Delhi,BIOPHYSICS,AIIMS-All India,ST
1,8687,Uttar Pradesh,AIIMS Rai Bareli,MICROBIOLOGY,AIIMS-All India,OBC
1,8703,Odisha,AIIMS Bhubaneswar,PHYSIOLOGY,AIIMS-All India,OBC
1,8741,Assam,AIIMS Guwahati,BIOCHEMISTRY,AIIMS-All India,OBC
1,8803,Chandigarh,PGIMER Chandigarh,ANAESTHESIOLOGY,PGIMER-All India,ST
1,8856,Karnataka,NIMHANS Bangalore,PSYCHIATRY,NIMHANS-All India,ST
1,8905,West Bengal,AIIMS Kalyani,PHARMACOLOGY,AIIMS-All India,OBC
1,8932,Uttarakhand,AIIMS Rishikesh,PATHOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,8946,Gujarat,AIIMS Rajkot,MICROBIOLOGY,AIIMS-All India,OBC
1,8956,Odisha,AIIMS Bhubaneswar,IHBT,AIIMS-All India,SC
1,8965,Punjab,AIIMS Bathinda,GENERAL SURGERY,AIIMS-All India,ST
1,8982,Uttarakhand,AIIMS Rishikesh,MICROBIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,8985,Andhra Pradesh,AIIMS Mangalagiri,ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,9011,Chhattisgarh,AIIMS Raipur,OPHTHALMOLOGY,AIIMS-All India,ST
1,9024,Madhya Pradesh,AIIMS Bhopal,FORENSIC MEDICINE,AIIMS-All India,SC
1,9064,Andhra Pradesh,AIIMS Mangalagiri,BIOCHEMISTRY,AIIMS-All India,EWS
1,9122,Rajasthan,AIIMS Jodhpur,PHARMACOLOGY,AIIMS-All India,SC
1,9124,Uttar Pradesh,AIIMS Rai Bareli,GENERAL SURGERY,AIIMS-All India,ST
1,9205,Pondicherry,JIPMER Puducherry,PHARMACOLOGY,JIPMER-All India,EWS
1,9219,Pondicherry,JIPMER Puducherry,ENT,JIPMER-All India,ST
1,9237,Odisha,AIIMS Bhubaneswar,PHYSIOLOGY,AIIMS-All India,OBC
1,9351,Bihar,AIIMS Patna,PATHOLOGY,AIIMS-All India,SC
1,9354,West Bengal,AIIMS Kalyani,BIOCHEMISTRY,AIIMS-All India,OBC
1,9499,Himachal Pradesh,AIIMS Bilaspur Himachal,PATHOLOGY,AIIMS-All India,SC
1,9502,Assam,AIIMS Guwahati,PHARMACOLOGY,AIIMS-All India,OBC
1,9580,Delhi,AIIMS Delhi,ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,9657,Andhra Pradesh,AIIMS Mangalagiri,PAEDIATRIC SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,9674,Jammu and Kashmir,AIIMS Jammu,PHARMACOLOGY,AIIMS-All India,OBC
1,9693,Andhra Pradesh,AIIMS Mangalagiri,PATHOLOGY,AIIMS-All India,SC
1,9749,Maharashtra,AIIMS Nagpur,PMR,AIIMS-All India,SC
1,9793,West Bengal,AIIMS Kalyani,ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
1,9834,Jharkhand,AIIMS Deoghar,MICROBIOLOGY,AIIMS-All India,OBC
1,9886,Uttar Pradesh,AIIMS Rai Bareli,MICROBIOLOGY,AIIMS-All India,EWS
1,9914,Odisha,AIIMS Bhubaneswar,ANATOMY,AIIMS-All India,OBC
1,9982,Madhya Pradesh,AIIMS Bhopal,FORENSIC MEDICINE,AIIMS-All India,ST
1,9991,Odisha,AIIMS Bhubaneswar,ENT,AIIMS-All India,ST
1,10065,Odisha,AIIMS Bhubaneswar,COMMUNITY MEDICINE,AIIMS-All India,SC
1,10129,Bihar,AIIMS Patna,PMR,AIIMS-All India,SC
1,10183,Delhi,AIIMS Delhi,LAB MEDICINE,AIIMS-All India,SC
1,10195,Assam,AIIMS Guwahati,FORENSIC MEDICINE,AIIMS-All India,EWS
1,10202,Delhi,AIIMS Delhi,ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,10262,Himachal Pradesh,AIIMS Bilaspur Himachal,IHBT,AIIMS-All India,SC
1,10297,Pondicherry,JIPMER Puducherry,ANAESTHESIOLOGY,JIPMER-All India,ST
1,10336,Madhya Pradesh,AIIMS Bhopal,MICROBIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,10369,Gujarat,AIIMS Rajkot,FORENSIC MEDICINE,AIIMS-All India,EWS
1,10425,Maharashtra,AIIMS Nagpur,ENT,AIIMS-All India,ST
1,10427,Chhattisgarh,AIIMS Raipur,IHBT,AIIMS-All India,SC
1,10430,Delhi,AIIMS Delhi,PATHOLOGY,AIIMS-All India,ST
1,10432,Chandigarh,PGIMER Chandigarh,MICROBIOLOGY,PGIMER-All India,SC
1,10451,West Bengal,AIIMS Kalyani,MICROBIOLOGY,AIIMS-All India,OBC
1,10518,Telangana,AIIMS Bibinagar,ANATOMY,AIIMS-All India,OBC
1,10520,Chandigarh,PGIMER Chandigarh,IHBT,PGIMER-All India,ST
1,10522,Assam,AIIMS Guwahati,PMR,AIIMS-All India,SC
1,10537,Telangana,AIIMS Bibinagar,PHYSIOLOGY,AIIMS-All India,OBC
1,10651,Chandigarh,PGIMER Chandigarh,RADIO DIAGNOSIS,PGIMER-All India,SC-PwD
1,10679,Madhya Pradesh,AIIMS Bhopal,ANAESTHESIOLOGY,AIIMS-All India,ST
1,10682,Assam,AIIMS Guwahati,MICROBIOLOGY,AIIMS-All India,OBC
1,10735,West Bengal,AIIMS Kalyani,MICROBIOLOGY,AIIMS-All India,OBC
1,10741,Rajasthan,AIIMS Jodhpur,PATHOLOGY,AIIMS-All India,ST
1,10874,Pondicherry,JIPMER Puducherry,PHYSIOLOGY,JIPMER-All India,EWS
1,11059,Uttar Pradesh,AIIMS Rai Bareli,PHYSIOLOGY,AIIMS-All India,EWS
1,11119,Pondicherry,JIPMER Puducherry,ANATOMY,JIMPER-Inst. Pref,INST (JIPMER)
1,11133,Chhattisgarh,AIIMS Raipur,PHYSIOLOGY,AIIMS-All India,OBC
1,11164,Rajasthan,AIIMS Jodhpur,FORENSIC MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
1,11226,Chhattisgarh,AIIMS Raipur,COMMUNITY MEDICINE,AIIMS-All India,SC
1,11257,Odisha,AIIMS Bhubaneswar,EMERGENCY MEDICINE,AIIMS-All India,ST
1,11270,Delhi,AIIMS Delhi,MICROBIOLOGY,AIIMS-All India,SC
1,11312,Punjab,AIIMS Bathinda,ANAESTHESIOLOGY,AIIMS-All India,ST
1,11342,Chandigarh,PGIMER Chandigarh,PATHOLOGY,PGIMER-Rural,UR-RA
1,11350,Madhya Pradesh,AIIMS Bhopal,ANATOMY,AIIMS-All India,OBC
1,11406,Punjab,AIIMS Bathinda,PHYSIOLOGY,AIIMS-All India,OBC
1,11500,Madhya Pradesh,AIIMS Bhopal,ANATOMY,AIIMS-All India,EWS
1,11514,Bihar,AIIMS Patna,PHARMACOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
